time,latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,place,type,horizontalError,depthError,magError,magNst,status,locationSource,magSource
2019-01-02T15:29:08.440Z,-22.4871,-176.4267,82.75,4.6,mb,,118,6.864,0.69,us,us2000j5uf,2019-03-08T17:50:21.040Z,"190km SW of Vaini, Tonga",earthquake,10.5,9.3,0.146,15,reviewed,us,us
2019-01-02T15:11:16.070Z,39.4417,143.6408,21.01,4.5,mb,,110,2.39,0.85,us,us2000j5ui,2019-03-08T17:50:21.040Z,"145km E of Yamada, Japan",earthquake,9.1,6.4,0.18,9,reviewed,us,us
2019-01-02T14:26:01.950Z,-9.445,117.9736,10,4.9,mww,,46,3.897,1.15,us,us2000izub,2019-03-08T17:50:14.040Z,"72km S of Boal Atas, Indonesia",earthquake,7.3,1.8,0.071,19,reviewed,us,us
2019-01-02T13:40:23.980Z,-6.4851,103.6156,34.95,5.1,mb,,64,2.21,0.83,us,us2000izty,2019-03-08T17:50:14.040Z,"135km SSW of Biha, Indonesia",earthquake,6.8,5.3,0.073,61,reviewed,us,us
2019-01-02T13:36:01.430Z,5.5593,126.3478,57.53,4.6,mb,,149,1.683,0.75,us,us2000iztz,2019-03-08T17:50:14.040Z,"87km ESE of Caburan, Philippines",earthquake,9.9,2.8,0.119,21,reviewed,us,us
2019-01-02T13:33:08.520Z,-6.5492,103.6276,30.9,4.5,mb,,169,2.274,0.8,us,us2000j5ug,2019-03-08T17:50:21.040Z,"142km SSW of Biha, Indonesia",earthquake,9.8,6.7,0.145,14,reviewed,us,us
2019-01-02T13:03:07.910Z,54.779,164.7238,10,4.5,mb,,163,4,0.57,us,us2000iztm,2019-03-08T17:50:14.040Z,"93km WSW of Nikol'skoye, Russia",earthquake,10.5,1.9,0.102,28,reviewed,us,us
2019-01-02T11:33:39.480Z,-45.9386,34.8953,10,4.7,mb,,82,14.236,0.31,us,us2000j5u6,2019-03-08T17:50:21.040Z,"244km WNW of Marion Island, Prince Edward Islands",earthquake,12.5,1.9,0.13,18,reviewed,us,us
2019-01-02T09:53:30.550Z,-3.2699,148.5491,24.17,4.7,mb,,65,1.697,0.74,us,us2000j5u4,2019-03-08T17:50:21.040Z,"198km SE of Lorengau, Papua New Guinea",earthquake,6.8,5.3,0.101,30,reviewed,us,us
2019-01-02T07:59:50.040Z,-2.0544,139.0416,34.52,5,mb,,26,1.723,1.13,us,us2000izsn,2019-03-08T17:50:13.040Z,"183km WNW of Abepura, Indonesia",earthquake,7.9,4.2,0.077,54,reviewed,us,us
2019-01-02T07:57:29.570Z,29.3932,51.3003,10,4.9,mb,,70,6.22,1.07,us,us2000izsm,2019-03-08T17:50:13.040Z,"16km NNE of Borazjan, Iran",earthquake,6.1,1.9,0.055,102,reviewed,us,us
2019-01-02T06:48:43.541Z,58.3343,-153.1447,61.8,4.9,ml,,,,0.95,ak,ak0193exoam,2019-03-08T17:50:13.040Z,"71km NNW of Kodiak Station, Alaska",earthquake,,0.2,,,reviewed,ak,ak
2019-01-02T04:30:30.120Z,-12.7763,45.4543,10,4.6,mb,,111,5.998,0.52,us,us2000j5u2,2019-03-08T17:50:21.040Z,"18km E of Pamandzi, Mayotte",earthquake,7.4,1.9,0.193,8,reviewed,us,us
2019-01-02T03:12:54.750Z,42.4859,104.4129,10,5,mb,,41,5.693,0.33,us,us2000izrq,2019-03-08T17:50:13.040Z,"71km WSW of Sangiyn Dalay, Mongolia",earthquake,7.3,1.9,0.044,163,reviewed,us,us
2019-01-02T00:01:59.590Z,13.1406,121.2786,35,4.5,mb,,135,8.374,0.67,us,us2000j5t5,2019-03-08T17:50:20.040Z,"4km S of Victoria, Philippines",earthquake,6.9,2,0.121,20,reviewed,us,us
2019-01-01T20:24:36.330Z,-2.4525,99.6762,10,5.1,mb,,127,3.782,1.17,us,us2000izpf,2019-03-08T17:50:13.040Z,"107km SSE of Muara Siberut, Indonesia",earthquake,7.5,1.8,0.066,75,reviewed,us,us
2019-01-01T16:39:16.490Z,29.4236,51.2694,10,4.6,mb,,71,6.261,0.82,us,us2000iznl,2019-03-08T17:50:13.040Z,"18km NNE of Borazjan, Iran",earthquake,7.6,1.9,0.086,40,reviewed,us,us
2019-01-01T16:25:36.300Z,-9.5818,122.6874,62.72,5,mww,,57,1.039,1.16,us,us2000iznk,2019-03-08T17:50:13.040Z,"98km SSE of Habibola, Indonesia",earthquake,3.9,5.4,0.089,12,reviewed,us,us
2019-01-01T15:14:39.680Z,-18.2146,-177.7433,609.64,4.5,mb,,70,3.901,0.61,us,us2000j5tk,2019-03-08T17:50:20.040Z,"287km NNE of Ndoi Island, Fiji",earthquake,13,9,0.076,51,reviewed,us,us
2019-01-01T13:34:51.130Z,14.0411,144.7262,187.97,4.5,mb,,99,0.469,1.01,us,us2000iznb,2019-03-08T17:50:13.040Z,"52km WSW of Rota, Northern Mariana Islands",earthquake,13.8,7.9,0.084,41,reviewed,us,us
2019-01-01T12:25:34.700Z,-10.5086,108.5182,10,4.9,mb,,55,2.819,0.85,us,us2000izmy,2019-03-08T17:50:13.040Z,"298km S of Cireuma, Indonesia",earthquake,5,1.7,0.065,75,reviewed,us,us
2019-01-01T11:55:02.180Z,5.3785,94.5625,43.76,4.9,mww,,39,2.379,0.93,us,us2000izmv,2019-03-08T17:50:13.040Z,"86km WSW of Banda Aceh, Indonesia",earthquake,7.5,4.7,0.093,11,reviewed,us,us
2019-01-01T11:40:05.530Z,34.7979,23.8582,10,4.9,mb,,72,0.977,0.85,us,us2000izms,2019-03-08T17:50:13.040Z,"50km SSE of Palaiochora, Greece",earthquake,6.6,1.9,0.057,96,reviewed,us,us
2019-01-01T05:58:52.820Z,-20.7873,-177.7682,480.77,4.7,mb,,81,4.973,0.73,us,us2000izl5,2019-03-08T17:50:13.040Z,"98km E of Ndoi Island, Fiji",earthquake,12.1,6.6,0.062,78,reviewed,us,us
2019-01-01T04:19:17.680Z,8.5808,125.834,46.03,4.6,mb,,114,1.522,0.48,us,us2000izkx,2019-03-08T17:50:13.040Z,"1km SSW of Aurora, Philippines",earthquake,4.2,7,0.094,34,reviewed,us,us
2019-01-01T03:46:31.210Z,-24.0161,-15.031,10,4.5,mb,,79,11.845,0.84,us,us2000j5td,2019-03-08T17:50:20.040Z,"Southern Mid-Atlantic Ridge",earthquake,14.2,1.3,0.18,9,reviewed,us,us
2019-01-01T03:03:30.604Z,61.2975,-149.9523,44.4,5,ml,,,,0.78,ak,ak0191pccr7,2019-12-16T03:37:30.673Z,"9km NNW of Anchorage, Alaska",earthquake,,0.2,,,reviewed,ak,ak
2019-01-01T03:00:42.450Z,5.7717,126.946,67.36,4.6,mb,,112,1.872,0.85,us,us2000izkm,2019-03-08T17:50:13.040Z,"107km SE of Pondaguitan, Philippines",earthquake,8.7,6.8,0.1,30,reviewed,us,us
2019-01-01T02:04:02.950Z,5.8873,127.4672,35,4.5,mb,,98,2.213,0.93,us,us2000j5tb,2019-03-08T17:50:20.040Z,"152km ESE of Pondaguitan, Philippines",earthquake,4.4,1.9,0.099,30,reviewed,us,us
2019-01-01T00:21:25.050Z,-34.903,-111.5903,10,4.8,mb,,158,7.936,0.46,us,us2000j5tc,2019-03-08T17:50:20.040Z,"Southern East Pacific Rise",earthquake,14,1.9,0.103,29,reviewed,us,us
2019-01-01T00:04:05.950Z,-14.951,167.2922,40.14,4.8,mb,,114,7.128,0.93,us,us2000izjv,2019-03-08T17:50:12.040Z,"28km ENE of Port-Olry, Vanuatu",earthquake,5.1,5.7,0.069,65,reviewed,us,us
